"id";"name";"city_name";"geometry_name";"office";"phone";"email";"website";"lon";"lat";"category";"subcategory"
"2701";"Angel, магазин детских товаров";"Уссурийск";"Ермакова, 57";"1 этаж";"+79146879988";NULL;NULL;"131.946946";"43.810007";"Одежда / Обувь";"Детская обувь"
"2702";"Империя детства, магазин детских товаров";"Уссурийск";"Кузнечная, 14д";"140, 154 бутик; 1 этаж";"+79146596280";NULL;NULL;"131.963981";"43.792344";"Одежда / Обувь";"Детская обувь"
"2703";"Kids shop, магазин детской одежды и обуви";"Уссурийск";"Плеханова, 61";"211 павильон; 2 этаж";NULL;NULL;NULL;"131.952485";"43.798313";"Одежда / Обувь";"Детская обувь"
"2704";"Happy Land, магазин детской одежды и обуви";"Уссурийск";"Волочаевская, 19";;NULL;NULL;NULL;"131.961633";"43.793793";"Одежда / Обувь";"Детская обувь"
"2705";"Махаон плюс, магазин детской обуви";"Уссурийск";"Володарского, 99";"203 бутик; 2 этаж";NULL;NULL;NULL;"131.959652";"43.793216";"Одежда / Обувь";"Детская обувь"
"2706";"MAgNIT, магазин";"Уссурийск";"Суханова, 52";"515 а офис; 5 этаж";NULL;NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Детская обувь"
"2707";"У Ксюши, магазин";"Уссурийск";"Володарского, 96";;NULL;NULL;NULL;"131.95808";"43.792721";"Одежда / Обувь";"Детская обувь"
"2708";"Дашенька, магазин";"Уссурийск";"Кузнечная, 14м";;NULL;NULL;NULL;"131.96166";"43.791073";"Одежда / Обувь";"Детская обувь"
"2709";"Модники и модницы, магазин";"Уссурийск";"Ермакова, 56 ст2";"1 этаж";NULL;NULL;NULL;"131.946306";"43.809568";"Одежда / Обувь";"Детская обувь"
"2710";"Orby, магазин детской одежды";"Уссурийск";"Суханова, 52";"515 офис; 5 этаж";"88007006729";NULL;"http://orby.ru";"131.953953";"43.793663";"Одежда / Обувь";"Детская одежда"
"2711";"Дочки-сыночки, магазин детской одежды";"Уссурийск";"Волочаевская, 73";"1 этаж";NULL;NULL;NULL;"131.959996";"43.801976";"Одежда / Обувь";"Детская одежда"
"2712";"Магазин детской одежды из Кореи";"Уссурийск";"Калинина, 48";"19 бутик; 2 этаж";"+79147150804";NULL;"http://www.sezam888.ru";"131.958599";"43.78896";"Одежда / Обувь";"Детская одежда"
"2713";"Шалунишка, оптовая компания";"Уссурийск";"Суханова, 52";"517 бутик; 5 этаж";"+74234325623";NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Детская одежда"
"2714";"Gakkard, магазин детской одежды";"Уссурийск";"Плеханова, 61";"301 павильон; 3 этаж";"+74234376263";NULL;NULL;"131.952485";"43.798313";"Одежда / Обувь";"Детская одежда"
"2715";"Диснеймания, магазин";"Уссурийск";"Плеханова, 61";"204 бутик; 2 этаж";"+79644443111";NULL;NULL;"131.952485";"43.798313";"Одежда / Обувь";"Детская одежда"
"2716";"Детский мир, магазин детской одежды";"Уссурийск";"Чичерина, 70";"5 павильон; 1 этаж";NULL;NULL;NULL;"131.959114";"43.791516";"Одежда / Обувь";"Детская одежда"
"2717";"Детки, магазин";"Уссурийск";"Суханова, 52";"501 офис; 5 этаж";"+74234311392";NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Детская одежда"
"2718";"Алиса, магазин";"Уссурийск";"Чичерина, 105";"23 павильон; 3 этаж";NULL;NULL;NULL;"131.961456";"43.792611";"Одежда / Обувь";"Детская одежда"
"2719";"Барбарики, магазин детской одежды";"Уссурийск";"Вокзальная площадь, 2";"1 этаж; центр Экспресс";"+79143221555";NULL;NULL;"131.979189";"43.800733";"Одежда / Обувь";"Детская одежда"
"2720";"Шалунишка, оптовая компания";"Уссурийск";"Ленина, 19а";;"+74234325623";NULL;NULL;"131.954237";"43.786606";"Одежда / Обувь";"Детская одежда"
"2721";"Китёнок, магазин стильной детской одежды";"Уссурийск";"Чичерина, 105";"7, 9 павильон; 5 этаж";NULL;NULL;NULL;"131.961456";"43.792611";"Одежда / Обувь";"Детская одежда"
"2722";"Gakkard, магазин детской одежды";"Уссурийск";"Суханова, 52";"518 павильон; 5 этаж";"+74234376263";NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Детская одежда"
"2723";"Фея, магазин детской одежды";"Уссурийск";"Чичерина, 105";"26 павильон; 3 этаж";"+79510093405";NULL;NULL;"131.961456";"43.792611";"Одежда / Обувь";"Детская одежда"
"2724";"Шопоголики, магазин";"Уссурийск";"Плеханова, 61";"408А павильон; 4 этаж";"+79146862772";NULL;NULL;"131.952485";"43.798313";"Одежда / Обувь";"Детская одежда"
"2725";"Модное детство, магазин одежды";"Уссурийск";"Плеханова, 61";"305 павильон; 3 этаж";"+79242320888";NULL;NULL;"131.952485";"43.798313";"Одежда / Обувь";"Детская одежда"
"2726";"Китёнок, магазин стильной детской одежды";"Уссурийск";"Суханова, 52";"510 павильон; 5 этаж";NULL;NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Детская одежда"
"2727";"DESLY, магазин детской одежды";"Уссурийск";"Кузнечная, 14";"15 павильон; 2 этаж";"+79143276315";NULL;NULL;"131.963091";"43.791971";"Одежда / Обувь";"Детская одежда"
"2728";"Солнечный зайчик, магазин";"Уссурийск";"Пушкина, 49";"1 этаж";NULL;NULL;NULL;"131.954365";"43.800152";"Одежда / Обувь";"Детская одежда"
"2729";"Ежик, магазин детской одежды";"Уссурийск";"Чичерина, 76";"1 этаж";NULL;NULL;NULL;"131.959851";"43.791504";"Одежда / Обувь";"Детская одежда"
"2730";"Мамина Радость, магазин детской одежды";"Уссурийск";"Суханова, 52";"502 офис; 5 этаж";NULL;NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Детская одежда"
"2731";"Стиляги, магазин детской одежды";"Уссурийск";"Советская, 25";;"+79244239543";NULL;NULL;"131.949299";"43.791259";"Одежда / Обувь";"Детская одежда"
"2732";"Мамино солнышко, магазин детской одежды";"Уссурийск";"Горького, 43";"12 павильон; 2 этаж";NULL;NULL;NULL;"131.943191";"43.796602";"Одежда / Обувь";"Детская одежда"
"2733";"Маленькие модники, магазин детской одежды";"Уссурийск";"Пушкина, 60";"2 этаж";NULL;NULL;NULL;"131.952331";"43.799432";"Одежда / Обувь";"Детская одежда"
"2734";"Мини-персона, магазин детской одежды";"Уссурийск";"Суханова, 52";"514 павильон; 5 этаж";NULL;NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Детская одежда"
"2735";"Деловой каприз, магазин детской одежды";"Уссурийск";"Суханова, 52";"526 павильон; 5 этаж";NULL;NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Детская одежда"
"2736";"Baby boom, магазин детской одежды";"Уссурийск";"Плеханова, 61";"311 павильон; 3 этаж";NULL;NULL;NULL;"131.952485";"43.798313";"Одежда / Обувь";"Детская одежда"
"2737";"Модные детки, магазин детской одежды";"Уссурийск";"Некрасова, 115а";"4 павильон; 2 этаж";NULL;NULL;NULL;"131.949287";"43.804376";"Одежда / Обувь";"Детская одежда"
"2738";"Sabotage, магазин детской одежды";"Уссурийск";"Суханова, 52";"512 павильон; 5 этаж";NULL;NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Детская одежда"
"2739";"Сеул, магазин детской одежды";"Уссурийск";"Горького, 61";;NULL;NULL;NULL;"131.942744";"43.799616";"Одежда / Обувь";"Детская одежда"
"2740";"Бэби Хаус, магазин детских товаров";"Уссурийск";"Ленинградская, 53";"1 этаж";NULL;NULL;NULL;"131.933734";"43.809812";"Одежда / Обувь";"Детская одежда"
"2741";"Mini мода, магазин детской одежды";"Уссурийск";"Суханова, 52";"503 офис; 5 этаж";NULL;NULL;NULL;"131.953953";"43.793663";"Одежда / Обувь";"Детская одежда"
"2742";"Вырастайка, магазин детской одежды";"Уссурийск";"Владивостокское шоссе, 22";"1 этаж";NULL;NULL;NULL;"131.98206";"43.766266";"Одежда / Обувь";"Детская одежда"
"2743";"Дэни, магазин";"Уссурийск";"Калинина, 35";"1 этаж";"+79146857735";NULL;NULL;"131.957169";"43.787757";"Одежда / Обувь";"Детская одежда"
"2744";"Мини Персона, магазин детской одежды";"Уссурийск";"Краснознамённая, 85";"2 этаж";NULL;NULL;NULL;"131.959917";"43.792892";"Одежда / Обувь";"Детская одежда"
"2745";"Детское счастье, магазин детской одежды";"Уссурийск";"Калинина, 48";"1 этаж";NULL;NULL;NULL;"131.958599";"43.78896";"Одежда / Обувь";"Детская одежда"
